lat,lng,population
51.4,0.05,
58.967,-2.95,8500
53.8304,-3.05,272792
51.3833,-0.1,
50.7167,-2.4333,
51.6,-0.2167,
51.5,-0.2333,
50.73,-1.9,426945
56.8165,-5.1121,9652
55.0671,-3.55,31044
55.95,-4.5667,
51.8804,-0.42,235958
51.45,-2.5833,553528
51.6667,-0.0667,
51.4736,-0.0916,
50.2617,-5.0433,
50.1337,-5.55,20812
51.6267,-3.4761,
52.6333,-2.5,
54.5833,-1.4167,
51.5167,-0.7,
55.8667,-3.0667,
51.6,-0.1167,
51.7011,-3.0444,
56.4003,-3.47,39654
52.0333,-0.7,
54.6861,-1.2125,
51.5833,-0.3167,
52.5,-2.0167,
53.5,-2.1,
53.7,-1.4833,
51.3189,-2.2086,
51.2667,0.5167,
50.7167,-2,
50.7,-1.3,
52.6,-2,
51.4667,0.2,
51.55,0.72,618386
53.5833,-0.65,
53.15,-4.2667,
55.7667,-4.0333,
54.7667,-1.5667,
52.2833,-1.5833,
57.1704,-2.08,189364
55.5833,-2.6833,
51.35,-0.2,
51.45,-0.0167,
51.5,-0.1167,
50.8667,-0.0167,
56.4704,-3,151592
52.0703,1.17,143767
52.475,-1.92,2285000
53.0004,-2.18,390801
53.4,-2.15,
51.7333,0.4833,
53.83,-1.58,1529000
51.3837,-2.35,93238
55.4504,-4.6167,69042
55.9167,-4.1667,
53.4333,-3.0667,
53.2833,-3.8333,
53.1167,-3.3,
51.6,-0.0333,
53.7167,-1.85,
52.5804,-0.25,140141
53.4333,-1.35,
56.1167,-3.8,
50.9,-1.4,384417
51.7833,-3.2,
56.65,-2.8833,
51.5333,-0.1,
51.8592,-4.3117,
51.4888,-0.3048,
55.6333,-4.5333,
51.5833,-2.9833,
51.5047,-0.1998,
51.8017,-4.9708,
51.55,-0.4833,
51.4333,-0.3167,
50.3854,-4.16,247297
55.8833,-3.5333,
50.8003,-1.08,442252
55.8333,-4.4333,
50.7004,-3.53,113118
53.35,-2.7333,
53.45,-2.3167,
58.2167,-6.3667,
53.5004,-2.248,2230000
57.4671,-4.2333,45158
51.3982,-0.1984,
51.5,-0.1167,8567000
51.5597,0.0708,
51.5,-0.0167,
53.4833,-2.2667,
52.9333,-1.5,
53.1667,-3.1333,
52.2,-2.2,
51.3833,0.5167,
50.8333,-0.7833,
51.5333,0.05,
52.6667,-0.7333,
51.8333,-2.25,
53.05,-3,
52.5833,-2.1333,
53.2667,-4.3333,
50.8333,-0.1833,
50.8303,-0.17,503008
53.5333,-1.1167,
52.7167,-2.7333,
55.8744,-4.2507,1160000
51.5457,-0.1403,
51.5,-3.225,861400
51.45,0.15,
51.1337,1.3,36384
53.6,-2.3,
55.9333,-4.75,74635
54.5804,-1.23,416042
54.2804,-0.43,70571
51.75,-3.3833,
51.0211,-3.1047,
53.9704,-1.08,158947
51.6,-3.7833,
51.55,0.1667,
53.416,-2.918,811000
53.45,-2.7333,
53.45,-2.85,
51.4167,-0.2833,
53.5333,-2.6167,
53.6667,-3,
53.7667,-2.7167,
53.75,-2.4833,
53.5833,-2.4333,
49.9146,-6.3143,
52.1333,-0.45,
52.0333,-0.3667,
53.1333,-2.3667,
53.2,-2.92,89531
52.2333,-3.3833,
52.25,-0.8833,
55.8,-4.2833,
55.0004,-1.6,882000
54.3269,-5.7113,
55.1349,-6.6687,
54.7543,-6.6094,
54.5033,-6.7643,
54.6428,-6.7452,
54.6617,-5.6654,
54.8224,-7.4684,
55.0004,-7.3333,83652
54.6,-7.3,21056
54.3466,-7.6411,
54.8612,-6.2763,
54.3509,-6.267,
54.3481,-6.6496,
54.6691,-5.9044,
54.4497,-6.3646,
54.7129,-6.2085,
54.178,-6.3381,
54.5099,-6.0404,
54.5968,-5.9254,
54.6,-5.96,450406
51.7025,-2.9042,
12.0526,-61.7416,33734
42.1557,41.6716,47149
41.725,44.7908,1100000
41.5704,45.05,157063
42.2325,43.975,38502
42.2897,43.8543,
43.02,41.02,81546
42.5088,41.8709,
41.9842,44.1158,
41.6,41.63,155542
41.639,42.9826,
41.8451,44.7188,
41.9198,45.4732,
41.9244,42.0068,
42.25,42.73,183945
42.5211,43.1622,
4.933,-52.33,61550
5.16,-52.6499,24029
4.73,-52.33,2229
5.38,-52.96,3180
5.4804,-53.22,1536
3.9105,-51.81,2742
5.4976,-54.0325,24287
49.4561,-2.5408,
6.6004,0.47,93044
10.7904,-0.85,82177
9.4337,-0.0167,42972
9.4004,-0.84,360579
7.336,-2.336,70299
7.4504,-2.59,46287
6.69,-1.63,1646000
10.0604,-2.5,78107
5.1104,-1.25,143015
4.9433,-1.704,286248
11.0604,-0.24,73594
6.5505,-0.78,62667
6.0904,-0.26,156653
5.3504,-0.63,44254
5.55,-0.2167,2121000
5.6404,0.01,209000
6.1904,-1.66,180117
36.1324,-5.3781,187083
81.7166,-17.8,10
66.95,-53.6666,5227
60.7289,-46.0364,3224
69.2167,-51.1,4413
76.0195,-65.1125,66
65.6019,-37.6337,1829
77.4835,-69.3322,616
70.4834,-21.9667,469
65.5666,-37.1833,286
62.5333,-42.2167,10
69.2442,-53.5652,10
61.1666,-45.4166,145
74.5781,-57.225,450
62.0041,-49.6351,1862
73.369,-56.0598,250
72.7094,-56.1417,1129
68.8193,-51.1785,1341
72.3796,-55.5491,200
74.121,-57.0674,204
70.675,-52.1229,1299
64.1983,-51.7327,14798
13.4336,-14.65,7615
13.4539,-16.5917,43094
13.31,-14.223,14380
13.2804,-16.6599,195136
13.551,-14.767,3584
13.494,-16.095,2751
13.3773,-15.6786,18672
13.4464,-16.6744,
9.5315,-13.6802,1494000
10.0404,-10.75,19469
10.39,-9.31,114009
11.32,-12.3,140575
10.94,-14.3,116270
10.3804,-12.1,71153
10.06,-12.87,117062
10.6854,-14.605,34973
7.76,-8.83,168121
10.3804,-13.55,23729
9.43,-13.098,12358
7.5704,-9.27,3614
11.44,-11.67,25531
10.905,-13.043,30311
11.4171,-9.1666,50159
11.08,-12.401,20052
12.084,-12.301,5479
8.5504,-9.48,43102
10.653,-9.892,14223
12.48,-13.296,13990
9.1905,-10.12,66815
9.2704,-9.02,15406
8.554,-10.151,221715
11.754,-13.213,7461
11.299,-10.726,6062
10.748,-11.109,13057
10.185,-14.043,2332
8.687,-8.657,13204
10.656,-12.272,6349
16,-61.7167,
16.2415,-61.533,145511
16.2304,-61.44,307
3.75,8.7833,155963
-1.4014,5.6325,
1.45,10.5667,8462
1.6337,11.3166,6560
1.87,9.77,173046
2.1511,11.3353,
1.1164,9.4186,628
3.45,8.55,8655
41.1333,25.4167,45631
37.9833,23.7333,3242000
37.4504,24.9333,12260
38.23,21.73,163360
38.899,22.434,47246
37.5091,22.3794,28970
39.1104,26.5546,29328
35.5122,24.0156,78728
35.2004,26.0986,8833
41.086,23.5497,55886
35.325,25.1305,137154
40.381,23.453,5258
40.6961,22.885,828000
41.1418,24.8836,50570
39.6154,19.9147,38517
40.9412,24.4018,59240
40.3007,21.789,
40.8486,25.8744,52979
40.2723,22.5025,53293
39.6679,20.8509,86304
39.37,22.95,110632
39.6304,22.42,128758
37.95,23.7,466065
38.6218,21.4077,75233
37.6837,21.45,22399
38.464,23.6124,71842
37.0737,22.4297,16187
37.0389,22.1142,71823
38.3681,26.1358,26891
36.4412,28.2225,56969
36.8937,27.2888,19244
-54.2806,-36.508,99
13.9397,-90.82,18655
14.5304,-91.51,64652
14.279,-90.298,16484
15.47,-90.38,65194
14.29,-89.9,50681
14.5371,-91.677,36656
15.8307,-88.7562,14350
16.2,-89.44,132470
14.966,-91.8,25088
16.9337,-89.8833,38035
14.3004,-90.78,107638
15.103,-90.314,40000
14.797,-89.544,41521
14.662,-90.82,82370
14.85,-90.0167,147197
14.5667,-90.7333,39368
14.633,-89.989,45834
14.83,-91.52,575263
15.7175,-88.5927,56605
14.914,-91.358,69734
14.972,-89.529,36088
14.773,-91.183,45373
14.6211,-90.527,1024000
16.7804,-90.12,8646
15.3204,-91.47,85992
15.0333,-91.1333,23618
11.773,-15.195,1311
12.493,-15.227,6792
12.167,-14.666,29704
11.865,-15.5984,403339
11.583,-15.4828,10769
11.5889,-14.9958,
12.269,-16.165,10490
11.2167,-15.1667,9898
12.28,-14.234,14430
11.8869,-15.8556,
5.9,-57.17,12000
6.802,-58.167,264350
6.3909,-57.6038,
6.4104,-58.63,11524
6.25,-57.53,46874
8.2,-59.78,2972
6.8093,-58.198,
5.2667,-59.15,
5.99,-58.27,44690
3.39,-59.8,352
7.2704,-58.5001,3113
7.2635,-58.4804,
5.43,-58.25,100
22.305,114.185,7206000
14.102,-87.2175,946000
15.06,-87.29,15774
15.7504,-84.48,4067
15.7631,-86.797,145926
13.3007,-87.1908,99429
15.9104,-85.96,9646
14.4604,-87.65,71142
14.77,-88.78,35529
15.5,-88.03,680091
13.944,-86.851,2371
15.262,-83.7716,4856
14.333,-88.1667,5318
16.33,-86.519,7514
14.32,-87.684,17555
14.5833,-88.5833,7909
14.437,-89.182,8780
14.6704,-86.23,37442
14.919,-88.236,15119
13.53,-87.49,47000
15.1375,-87.1278,
43.7272,15.9058,37112
45.1603,18.0156,97718
45.3403,17.6853,
45.8319,17.3839,
45.33,14.45,170992
46.1608,15.8789,
42.6609,18.0914,36994
45.4661,16.3783,
45.5504,18.68,95077
46.1628,16.8275,
46.3844,16.4339,
45.3433,18.9997,
44.1201,15.2623,71258
44.5461,15.3747,
46.3044,16.3378,
43.5204,16.47,214741
45.2403,13.9367,
45.8,16,722526
45.4872,15.5478,55063
45.8986,16.8489,
44.8687,13.8481,61599
18.541,-72.336,1998000
19.9318,-72.8295,34657
19.7592,-72.2125,281487
19.4504,-72.6832,166678
19.143,-72.004,18590
19.6656,-71.8448,11465
18.235,-72.537,33563
18.4411,-73.0883,
18.2004,-73.75,175457
18.6339,-74.1184,30917
47.1864,20.1794,109261
46.4167,20.3333,
46.5142,16.9717,
47.9653,21.7187,176880
47.5,19.0833,1679000
46.672,21.101,65206
46.4,17.5833,
46.844,16.84,61898
46.2504,20.15,187765
46.367,17.8,108528
47.6833,16.6,
46.9,19.7,113895
47.5305,21.63,231286
48.1004,20.78,247757
47.2253,16.6287,109518
46.9807,18.9327,
47.091,17.911,62023
48.105,19.826,39640
47.1947,18.4081,144319
47.7004,17.63,136081
47.55,18.433,70541
46.0804,18.22,186262
46.344,18.713,34174
47.895,20.383,56647
47.7837,19.1332,35293
-6.9096,106.9,276414
-7.565,110.825,555308
-6.57,106.75,918000
-7.4696,110.18,111461
-3.5336,118.966,272377
-8.8623,121.6489,77205
-8.6189,122.2123,104285
-7.7896,112,235143
1.75,98.8,217312
3.6204,98.5001,564979
3.3304,99.13,268043
5.1914,97.1415,140322
-6.2173,106.9723,2378211
-7.98,112.61,805000
-6.8796,109.67,272000
-7.6346,111.515,186099
-6.8696,109.12,237084
-6.7333,108.5666,254298
3.58,98.65,2115000
-7.3095,110.4901,176000
-1.3896,120.76,47110
-7.2492,112.7508,2845000
-6.1744,106.8294,9125000
2.9614,99.0615,341200
-7.7496,113.15,181656
-7.6296,112.9,500000
-7.4696,112.43,112557
-5.4699,122.6163,24412
-4.0167,119.6333,87776
-8.0696,112.15,132416
-4.5328,120.3334,81629
-8.45,118.7666,106101
-6.8995,112.05,76242
-6.7415,111.0347,122785
-4.8333,104.9,42366
-8.65,115.22,732344
-8.7151,115.1841,30012
-1.1615,136.0485,103610
-3.4432,104.2315,103470
-2.0631,101.3964,95913
1.48,124.85,451893
-4.5496,136.89,26021
-3.3281,128.9405,47653
4.217,108.2,140
-2.5329,112.95,92710
-3.4135,114.8365,198239
-1.59,103.61,457090
-2.75,107.65,62374
-7.0049,113.8496,84656
3.3,117.633,193069
-0.8554,131.285,125535
0.912,108.9655,248012
-0.3031,100.3615,506964
-7.3254,108.2147,271143
-0.6663,100.7833,50354
4.6736,97.9664,117256
-8.6118,120.4698,53976
-8.4932,140.4018,34412
-8.195,114.3696,172424
-8.1727,113.6873,298585
-3.3515,135.5134,43898
-3.8,103.5333,65906
-7.7188,109.0154,1174964
-6.3356,108.319,123263
-8.7223,116.2923,35183
-9.6582,120.253,48828
0.793,127.363,187521
-3.0996,114.35,35632
-1.25,116.83,445905
0.1333,117.5,101691
-8.1152,115.0944,234468
-3.7857,119.6522,182731
-3.0968,119.8531,9960
-3.0999,120.2363,2444
-0.9396,122.79,47778
2.0171,98.9667,1305
1.3887,99.2734,266882
-0.4496,100.4167,44096
-3.7167,128.2,355596
-0.96,100.36,855000
5.55,95.32,513698
-5.43,105.27,865000
-6.95,107.57,2394000
-3.33,114.5801,603576
-3.8,102.27,426673
0.55,123.07,365497
-2.533,140.7,169341
-3.9553,122.5973,165377
-10.1787,123.583,282396
-5.14,119.432,1262000
-2.6806,118.8861,
-0.8711,134.0693,74504
-2.2096,113.91,148289
-2.98,104.75,1749000
-0.907,119.833,612445
-2.08,106.15,125933
0.565,101.425,799000
-0.03,109.32,607311
-0.5,117.15,592228
-6.9666,110.42,1396000
-6.11,106.1496,164767
2.8375,117.3653,
0.9168,104.4714,226666
-7.78,110.375,636660
-8.5795,116.135,499409
0.7373,127.5588,
0.6964,127.436,60611
54.2671,-8.4833,20228
53.5333,-7.35,
53.7193,-6.3478,36533
54.0004,-6.4167,38884
54.25,-6.9667,5937
53.0322,-7.3,
53.7333,-7.8,
52.7038,-8.8641,8781
52.2667,-9.7167,26384
54.8319,-7.4836,
52.975,-6.0494,
52.6545,-7.2523,21589
53.9908,-7.3606,
53.9469,-8.09,
52.3342,-6.4575,
54.65,-8.1167,2513
52.0504,-9.5167,11902
53.6333,-8.1833,4860
53.2724,-9.0488,75594
51.8986,-8.4958,188907
53.3331,-6.2489,1059000
53.555,-6.7917,
52.2583,-7.1119,49275
52.6647,-8.6231,90054
52.355,-7.7039,
52.8619,-8.1967,
53.4597,-6.2181,
53.2925,-6.1286,
53.2878,-6.3411,
53.85,-9.3,
53.2158,-6.6669,
52.8408,-6.9261,
52.8436,-8.9864,
53.2739,-7.4889,
31.7784,35.2066,1029300
31.25,34.83,206408
32.704,35.2955,151459
32.08,34.77,3112000
32.8204,34.98,1011000
31.9167,34.8667,63860
54.1504,-4.48,35854
10.5626,72.6369,10688
28.6,77.2,317797
26.6338,92.8,58851
31.3349,75.569,855000
20.8504,72.92,163000
23.6833,86.9833,1328000
11.667,92.736,127562
25.18,75.835,827000
29.97,77.55,484873
23.2504,69.81,289429
28.45,77.02,197340
31.1,77.1666,173503
26.1204,85.3799,333200
24.8,85,423692
23.3504,75.03,307229
26.23,78.1801,978000
34.2004,74.35,167986
26.16,91.77,983000
26.144,91.7666,16140
17.9229,77.5175,300136
18.53,73.85,4672000
23.0301,72.58,5375000
22.0257,88.0583,200762
25.23,86.98,361548
23.1904,75.79,513350
26.1505,75.79,181734
23.8354,91.28,203264
24.7904,92.79,152393
12.9204,79.15,177081
27.2504,77.5,229384
26.7204,88.455,515574
27.3333,88.6166,77900
20.47,85.8899,580000
26.4837,89.5667,127342
20.2704,85.8274,844000
27.4833,94.9,166366
26.75,94.2167,69033
15.2804,76.375,286007
8.82,78.13,436094
16.8604,74.575,601214
17.6704,75.9,1057000
19.017,72.857,18978000
20.7197,70.9904,23779
29.4904,75.03,181639
12.9,74.85,776632
8.5,76.95,954000
10.015,76.2239,1519000
12.97,77.56,6787000
14.7504,78.57,197451
13.6504,79.42,287035
22.31,73.18,1756000
21.2,72.84,3842000
23.7104,92.72,283021
23.25,77.41,1727000
17.4,78.48,6376000
30.72,76.78,979000
23.3004,72.6399,195891
24.8,93.95,264986
25.667,94.1166,92113
26.855,80.915,2695000
16.8354,75.71,271064
13.09,80.28,7163000
16.33,80.45,530577
17.0303,81.79,304804
22.5804,88.3299,4841638
22.2304,84.83,625831
23.8004,86.42,1246000
22.8504,88.52,483129
22.495,88.3247,14787000
25.5705,91.88,375527
19.8204,85.9,201026
23.3803,88.53,145926
22.7875,86.1975,1300000
26.2918,73.0168,995000
27.6104,75.14,400000
23.2504,87.865,301725
22.3304,87.15,169127
17.73,83.305,1529000
20.2666,73.0166,27359
16.7,74.22,750000
18.4004,76.57,374394
11.935,79.83,227411
19.32,84.8,324726
19.35,73.13,795000
22.31,70.8,1260000
19.2502,73.1602,1576614
11,76.95,1696000
20.0004,73.78,1473000
21.67,69.67,234684
19.2704,76.76,378326
20.71,77.01,503502
19.1104,74.75,391760
19.8957,75.3203,1113000
20.417,72.85,39737
23.37,85.33,1044000
27.1004,93.6166,44971
21.235,81.635,875000
11.2504,75.77,953000
16.2004,81.18,192827
17.2804,80.1601,290839
16.9675,82.2375,292923
15.492,73.818,65586
21.7784,72.13,554978
29.6804,76.97,225049
28.9,76.58,317245
29.17,75.725,544829
30.1204,74.29,130603
27.1704,78.015,1592000
27.5454,76.6049,283228
25.3504,74.635,389911
24.6,73.73,469737
29.0004,77.7,1398000
28.67,77.23,15926000
28.8154,79.025,296418
30.9278,75.8723,1649000
29,77.02,250521
30.3204,78.05,714223
28.6604,77.4084,1341000
28.4333,77.3167,1394000
20.95,77.77,734451
28.81,76.125,190855
17.35,76.82,483615
27.5,77.67,330511
28.7437,77.7628,242920
21.2167,81.4333,1097000
18.01,79.58,1203853
16.2104,77.355,255240
27.15,78.3949,306409
21.3004,76.13,197233
30.32,76.82,146787
25.33,83,1352000
27.6,78.05,126882
27.8804,79.905,320434
23.1751,79.9551,1285000
30.3204,76.385,329224
21.17,79.09,2454000
28.4104,77.8484,198612
19.17,77.3,623708
31.52,75.98,158142
27.8922,78.0618,805000
25.1454,82.57,245817
28.0304,73.3299,576015
34.1,74.815,1140000
25.453,78.5575,826494
25.8804,80.8,166480
23.8504,78.75,328240
27.6204,81.6699,182218
26.46,80.32,3162000
26.7504,83.38,674246
32.7118,74.8467,791000
18.6704,78.1,388505
26.7504,82.17,153047
34.3,74.4667,63035
25.455,81.84,1201000
21.4704,83.9701,310852
32.2703,75.72,253987
22.0904,82.16,543454
22.7151,75.865,2026000
27.63,80.75,164435
20.5604,74.525,690844
20.9,74.77,479073
29.4004,76.97,292808
29.485,77.695,349706
15.5604,80.05,202860
26.9211,75.81,2917000
28.8418,78.7568,787000
25.7904,73.3299,210103
16.52,80.63,1137000
28.03,79.09,161555
28.3454,79.42,817000
24.7704,84.38,95929
18.1204,83.5,179358
15.8604,80.34,253000
26.45,74.64,589985
28.64,79.81,131008
13.7804,77.49,168312
12.5704,76.92,285034
18.4604,79.11,288251
13.33,77.1,399606
12.31,76.66,887000
15.36,75.125,890000
13.9304,75.56,654055
19.97,79.3,595118
15.15,76.915,445388
14.47,75.92,503564
31.64,74.87,1212000
15.865,74.505,608756
26.7855,79.015,257448
25.625,85.13,2158000
25.7854,87.48,198453
21.02,75.83,183001
15.5204,78.48,188654
15.83,78.03,424920
13.1337,78.1334,144625
14.44,79.9899,678004
12.2604,79.1,138243
12.8337,79.7167,155029
10.3204,76.97,114308
11.0804,77.33,650000
9.5004,76.37,176783
8.9004,76.57,394163
10.9504,78.0833,76915
10.9805,79.4,139264
10.7704,79.15,219571
8.1804,77.43,224329
8.7304,77.69,542200
9.4204,77.58,369991
11.67,78.1801,873000
10.81,78.69,951000
9.92,78.12,1294000
11.7204,79.77,158569
10.38,78,200797
33.7436,45.5464,29785
33.3386,44.3939,5054000
35.5613,45.4309,723170
31.3099,45.2803,174978
31.4175,46.1772,161949
36.345,43.145,1316000
35.4722,44.3923,601433
34.597,43.677,56591
33.7476,44.6573,299479
32.6149,44.0245,510692
31.8416,47.1512,345007
34.194,43.875,158508
33.0385,40.2845,22370
32.7786,44.29,76454
36.376,42.4497,144465
33.42,43.3,295121
36.8667,43,986000
33.3477,43.7773,231819
30.3892,47.708,262219
32.4721,44.4217,594605
32.0003,44.3354,665552
31.9889,44.924,358408
32.4907,45.8304,321521
31.0429,46.2676,451547
30.5135,47.8136,870000
37.1445,42.6872,134863
36.179,44.0086,926000
37.47,57.32,208582
36.7704,45.72,162434
38.25,48.3,414603
32.7,51.7,1628000
37.53,45,577307
29.5,60.83,598887
33.6374,46.4227,
27.2041,56.2721,461499
34.38,47.06,828313
38.0863,46.3012,1413000
33.4804,48.35,375198
34.796,48.515,528256
30.659,51.594,96786
36.5504,53.1,271467
32.88,59.2199,324703
30.3,57.08,577514
36.5633,53.0601,
33.6304,46.43,152894
35.3,47.02,349176
30.3307,48.2797,370180
29.63,52.57,1240000
28.92,50.83,169060
36.27,59.57,2469000
31.9201,54.37,477905
35.5548,53.3743,124826
35.8004,50.97,1423000
37.4204,46.22,151385
33.92,48.8,251958
36.4713,52.3633,221650
35.0218,50.3314,175533
35.1814,58.4515,157135
35.2233,60.6129,104578
37.1118,58.5015,145531
32.7004,51.47,437138
36.4229,54.9629,131889
38.4829,47.0629,103639
31.0215,61.4815,233968
36.27,50,464551
29.47,55.73,175000
29.8014,52.8215,125000
29.1077,58.362,99268
34.5124,45.5772,11202
37.2518,55.1715,159982
31.98,49.2999,153663
30.5818,50.2615,85707
33.9804,51.58,250000
28.9718,53.6715,124458
32.0115,51.8597,118301
35.3166,51.6466,179603
25.3004,60.6299,65801
32.321,50.854,129153
34.65,50.95,973000
32.3804,48.47,315482
36.8303,54.48,281023
37.3,49.63,594590
36.22,57.63,226183
35.6719,51.4243,7873000
31.28,48.72,996000
34.32,48.85,176573
36.67,48.5,357471
35.8741,47.5937,53871
36.22,58.82,221700
38.5304,44.97,202728
34.0804,49.7,503647
64.15,-21.95,166212
64.2723,-15.2139,1695
65.2674,-14.395,2265
65.6666,-18.1,16563
65.7464,-19.639,2682
63.9334,-20.9969,6275
64.0166,-22.5666,7930
66.0833,-23.15,2534
64.5695,-21.8623,1783
45.4387,12.335,270816
46.0804,11.12,107808
39.2224,9.104,291511
41.896,12.4833,3339000
45.6504,13.8,216035
38.125,13.35,863000
37.8054,12.4387,77784
41.563,14.656,50762
42.3504,13.39,68503
42.1004,11.8,61316
38.9004,16.6,95251
44.41,8.93,647497
43.6004,13.4999,100507
44.5004,11.34,488172
40.642,15.799,69060
41.1142,16.8728,500577
45.47,9.205,2945000
45.0704,7.67,1652000
40.84,14.245,2250000
43.78,11.25,1500000
45.737,7.315,34062
43.1104,12.39,149125
45.81,9.08,250000
45.45,8.62,100910
44.93,8.21,71276
40.73,8.57,120729
40.9143,9.5151,45366
44.65,10.92,175502
44.8504,11.6099,130992
44.4204,12.22,134631
45.67,12.24,177309
45.4404,10.99,347459
46.07,13.24,119009
46.5004,11.36,95895
45.7004,9.67,200000
40.6804,14.7699,954265
42.4554,14.2187,314789
43.4617,11.875,91589
43.317,11.35,52625
43.5511,10.3023,156274
43.7205,10.4,203336
44.8104,10.32,166011
37.5,15.08,674542
38.2005,15.55,252026
36.93,14.73,68956
37.0704,15.29,123657
38.115,15.6414,180353
38.6666,16.1,33957
39.0833,17.1233,60010
41.4605,15.56,155203
41.32,16.27,107830
40.5084,17.23,202033
40.6403,17.93,104437
40.3604,18.15,162582
41.1337,14.75,61791
41.06,14.3374,250000
49.1833,-2.1,
17.891,-76.329,11536
17.9771,-76.7674,937700
18.031,-77.852,4229
18.4796,-77.656,7779
18.443,-78.179,6289
18.033,-77.5,47115
17.9666,-77.2333,135142
18.4667,-77.9167,126008
17.8814,-76.4093,
18.159,-76.38,14400
18.377,-76.9,7906
18.4326,-77.1995,13671
18.164,-77.948,30000
17.9833,-76.95,432704
18.0333,-76.8,96494
32.3333,35.7528,
31.95,35.9333,1060000
30.192,35.736,50350
29.527,35.0777,95048
32.2833,36.2333,57118
32.55,35.85,650000
32.0392,35.7272,140689
32.2808,35.8993,
32.07,36.1,894691
31.1851,35.7047,80062
30.8333,35.6,25429
31.716,35.7939,
42.35,140.98,155676
37.0553,140.89,357309
38.92,139.8501,100446
35.5004,134.2333,154098
35.4504,135.3333,92465
34.7181,137.7327,977023
36.67,137,170077
43.755,142.38,356612
38.7004,139.8302,99820
43.1887,140.9783,143792
35.9177,139.4911,337931
35.6577,139.3261,579399
40.57,140.47,174972
34.251,132.5656,196991
40.51,141.54,239046
36.2404,137.97,224926
35.685,139.7514,35676000
42.6504,141.55,174806
42.9304,143.17,173890
37.4504,138.86,195318
37.41,140.38,340560
33.9654,130.9454,245786
33.1631,129.7177,237444
31.3833,130.85,82335
33.8704,130.82,997536
39.71,140.09,320069
40.825,140.71,298394
35.6,140.1167,
36.0704,136.22,248707
33.595,130.41,2792000
37.74,140.47,294237
35.4231,136.7628,412895
34.3878,132.4429,2045000
31.586,130.5611,555352
36.56,136.64,551249
34.68,135.17,1528478
33.5624,133.5375,335570
35.6504,138.5833,197540
32.8009,130.7006,718232
35.03,135.75,1805000
36.3927,139.0727,344871
35.467,133.0666,156811
33.8455,132.7658,533541
36.3704,140.48,353892
31.9182,131.4184,324384
39.72,141.13,295172
36.65,138.17,594311
32.765,129.885,435455
35.155,136.915,3230000
26.2072,127.673,905238
37.92,139.04,569797
33.2432,131.5979,448907
34.672,133.9171,866092
34.75,135.4601,11294000
35.0064,135.8674,536976
43.075,141.34,2544000
38.2871,141.0217,2250000
34.9858,138.3854,701561
34.3447,134.0448,334223
34.0674,134.5525,443760
35.5,134.2333,
36.7,137.23,332812
34.7171,136.5167,500000
36.55,139.87,667752
34.2231,135.1677,440006
38.2705,140.32,272209
34.1833,131.4667,
35.32,139.58,3697894
35.9,139.65,
33.2333,130.3,
35.53,139.705,1437266
34.6833,135.8333,
42.975,144.3747,198566
43.8504,143.9,113137
41.795,140.74,302984
-2.5396,36.8,13193
-1.2833,36.8167,3010000
3.52,39.05,24837
-3.21,40.1,94016
-0.09,34.75,395615
-0.9296,38.07,11219
0.0504,35.72,17581
0.0204,37.06,36142
-4.04,39.6899,882000
-2.9828,38.4666,414
-0.417,36.951,51084
-3.3696,38.57,36487
-0.4396,39.67,67861
-0.3596,34.64,91248
0.2904,34.73,63426
-0.6796,35.12,71285
-0.28,36.07,364727
-2.3796,40.43,5380
-0.5196,37.45,58620
-0.5273,34.4571,
0.3546,37.5822,
0.6703,35.5081,
0.4919,35.743,
-1.8524,36.7768,
1.2389,35.1119,
0.2039,35.105,
-0.3596,35.28,98852
-0.4989,37.2803,
-1.1714,36.8356,
-3.6096,39.85,80339
-0.6696,34.76,28547
1.0305,34.9899,150495
-1.367,38.0106,
-4.1737,39.4521,
-2.262,40.9197,24525
3.1304,35.57,20219
-1.5095,37.26,144925
3.9414,41.8625,
1.1105,36.68,20841
2.33,37.98,16460
0.0821,34.7214,
0.06,37.64,47226
-1.0634,34.4731,
-0.721,37.1526,
-3.505,38.3772,
-1.0808,35.8711,
-0.5633,34.9358,
-0.2643,36.3788,
0.2725,36.5381,
0.0612,34.2882,
1.7504,40.05,45771
-1.7808,37.6288,
0.4586,34.116,
-0.3314,37.8686,
-0.7813,35.3416,
0.5704,34.56,55962
0.52,35.27,353381
-1.4993,40.0301,
-0.8496,34.15,2376
-0.7096,36.43,43983
-1.0396,37.09,99322
-1.7496,37.12,2004
42.8731,74.5852,837000
42.8306,73.8857,74133
42.6513,77.0811,18595
41.3419,72.2314,23594
42.492,78.3818,70171
41.1725,75.7968,15601
41.4263,75.9911,52300
40.9429,73.0025,248899
41.0307,73.2058,15000
41.8826,72.9372,26115
42.5184,72.2429,35172
40.5404,72.79,391277
42.456,76.1854,40527
42.8299,75.2846,112860
40.0626,70.8194,
11.55,104.9166,1466000
11.4833,104.95,
13.5838,102.9833,50302
14.1817,103.5176,
10.6359,103.5017,
13.8167,104.9667,24380
12.45,107.2,7944
13.7394,106.9873,
12.5337,103.9167,52476
11.484,105.324,74000
13.3666,103.85,109398
13.523,105.974,29665
11.08,105.801,23956
10.9838,104.7833,15264
13.1,103.2,154773
12.0004,105.45,83233
12.2505,104.6666,75244
11.452,104.519,33231
12.7111,104.8887,
10.6171,104.1833,50105
11.6175,102.9849,33134
12.469,106.024,19975
