lat,lng,population
46.4367,15.9536,
46.5881,15.0192,
46.5031,15.7453,
46.1072,14.1481,
46.4147,16.0139,
46.6733,15.9922,
46.2953,14.8083,
46.3833,14.0833,
45.6847,13.9703,
46.1367,15.4089,
45.85,14.6942,
46.3375,15.2264,
46.055,14.4172,
46.6514,16.3525,
46.6472,16.0442,
46.6142,15.2264,
46.3444,14.1744,
46.5431,14.9692,
46.2172,15.3975,
45.9778,15.0956,
46.0078,15.3156,
46.5275,15.9394,
45.78,15.0728,
46.6492,15.8442,
46.6064,15.7847,
46.38,15.0486,
46.3942,16.2681,
46.4658,15.7672,
46.2208,15.3139,
46.5695,16.0235,
46.3333,15.0333,
46.0444,14.8442,
45.7611,14.6356,
46.4194,14.6936,
46.5103,15.0806,
46.3928,15.5744,
46.3367,15.4258,
46.2272,15.5192,
46.2456,14.4197,
45.9275,13.6411,
46.6817,15.6481,
45.84,15.3361,
45.7069,13.8722,
45.9067,15.2914,
46.1672,14.3089,
45.9833,14.5767,
46.5217,16.2811,
46.3833,15.95,
46.1333,14.4333,
46.1669,14.575,
45.6472,15.3142,
46.5214,14.8544,
46.5406,15.3931,
46.3561,14.7467,
46.1667,14.7,
46.3517,15.7336,
46.3172,15.6672,
46.5405,15.65,114228
46.4842,16.0836,
46.3686,15.9064,
46.1864,13.7361,
46.155,15.0533,
45.9042,15.0217,
46.3667,14.3167,
46.6278,16.3203,
46.3592,15.1103,
45.8322,14.6364,
45.8467,13.9631,
46.3817,15.2958,
46.2,14.5,
45.9661,14.2956,
46.5964,15.1672,
46.1342,15.0014,
46.3917,16.0497,
46.2333,14.1667,
46.2933,15.3033,
46.2439,14.9514,
46.2536,15.1675,
46.275,15.7939,
46.4047,14.14,
45.8339,14.9292,
46.5167,15.9,
46.1333,14.5667,
46.5719,16.3469,
46.5836,16.1653,
46.0422,14.1072,
46.3833,15.3667,
46.2361,15.0183,
46.6581,16.0917,
45.5292,14.6979,
45.5084,14.9101,
46.3453,15.9952,
46.6972,15.9106,
46.2038,14.5407,
45.862,15.2231,
46.3176,14.9467,
45.5786,13.7361,
49.2198,18.7494,87625
48.15,17.117,423737
48.3666,17.6,69785
48.9997,21.2394,94718
48.7304,21.25,236563
48.8867,18.048,
48.309,18.0873,
48.7333,19.15,82336
48.5837,19.1332,44502
7.97,-11.74,174354
8.8804,-12.05,87679
8.4405,-10.85,87539
8.47,-13.2342,827000
7.8804,-11.19,143137
8.7661,-12.787,
43.95,12.5,
43.9167,12.4167,
43.95,12.4167,
43.9172,12.4667,29579
15.6104,-16.25,85075
12.7081,-15.5569,
15.6559,-13.2554,
14.7158,-17.4731,2604000
16.15,-13.5,21656
16.0186,-16.4906,
14.6604,-16.24,148024
13.7804,-13.68,89212
14.8104,-16.93,293001
14.344,-16.416,24243
14.15,-16.1,277812
12.9104,-14.95,69267
12.59,-16.29,191716
14.1016,-15.5467,
12.5604,-12.18,18226
9.56,44.065,
3.7666,47.3,548
2.0667,45.3667,1100000
9.5004,49.166,1341
8.4,48.5,2568
8.4774,47.3597,
3.8005,42.55,33820
0.0722,42.7506,185270
9.4833,50.8167,13753
2.7837,44.0833,31267
9.8921,43.3853,
9.5221,45.5336,
5.742,46.508,447
6.77,47.43,61200
7.9833,49.8333,18904
10.582,51.1233,176
10.6162,47.3679,
1.0833,42.5833,1490
4.1833,43.8667,1639
1.7766,44.8533,1958
2.767,45.5166,111308
4.74,45.2,62945
-0.3566,42.5183,234852
3.327,42.227,12652
11.28,49.18,46969
11.967,50.75,513
3.12,43.65,129839
-1.2009,41.852,3096
3.85,-54.2333,29210
5.835,-55.167,254169
5.797,-55.481,3216
5.7,-55.2333,
5.5,-54.05,
5.8904,-56.32,1685
5.9504,-56.99,15992
5.91,-55.07,4935
5.6,-55.2,2105
5.02,-55.17,4582
5.0404,-55.02,8340
5.63,-54.41,7766
4.83,31.58,111975
10.4337,32.2,6407
8.5337,28.1167,50065
9.5369,31.656,160765
3.6,32.05,242
4.4118,32.5705,
4.9151,29.4769,14224
4.7721,33.5902,7042
8.6004,33.0666,1741
4.0904,30.68,185000
8.7666,27.4,46705
6.8,29.6833,32083
4.5705,28.4163,40382
6.2072,31.5591,26782
9.2333,29.8333,7653
8.3028,27.98,
7.7,27.99,127384
1.645,7.412,1156
0.3334,6.7333,88219
13.71,-89.203,1433000
13.4833,-88.1833,201563
13.674,-89.29,124694
13.919,-89.845,34102
13.7167,-88.9333,48411
13.508,-88.868,39613
13.332,-87.839,26807
13.7,-88.1,16152
13.88,-88.63,26989
14.072,-89.094,29271
13.9946,-89.5598,234478
13.641,-88.785,37326
13.72,-89.73,168947
13.346,-88.432,51910
18.0255,-63.045,
35.9304,39.02,177636
34.8846,35.8866,162980
33.5833,36.4,496145
32.7004,36.5666,72248
36.4833,40.75,128100
32.625,36.105,146481
35.1503,36.73,460602
35.9297,36.6317,128840
36.5266,37.9563,120169
36.5888,37.0441,31534
34.73,36.72,1005000
33.5,36.3,2466000
35.54,35.78,539147
33.1257,35.8236,4318
35.8367,38.5481,87880
37.03,41.23,104107
35.3304,40.13,309141
34.5504,38.2833,55111
34.4504,40.9186,80808
36.23,37.17,2738000
34.017,36.7333,50178
-26.3167,31.1333,90138
-26.4667,31.2,9782
-27.2962,31.9,3695
-27,31.4167,2748
-27.1122,31.1983,
-25.961,31.247,5750
-26.455,31.952,6152
-26.495,31.388,110537
21.4664,-71.136,5801
8.6504,16.85,29597
12.996,15.7293,
8.9126,17.5539,
9.3642,14.9046,
8.55,16.09,156705
13.459,14.7147,3303
20.4587,16.5278,204
12.1131,15.0491,989000
10.2859,15.3872,193941
13.3004,19.6833,19271
9.395,16.305,19382
9.3171,15.8,96224
13.2171,18.3333,25373
11.0333,20.2833,30443
9.3504,14.9666,35466
11.4039,16.1705,
12.1837,18.7,27763
14.1194,15.3133,18031
17.1847,21.5902,448
21.3549,17.0012,
13.6414,16.4894,
12.2248,21.4103,
16.0659,22.8431,
14.5333,20.9167,11000
13.84,20.83,158317
17.9167,19.1167,13400
9.15,18.39,169196
6.1319,1.2228,1452000
6.9004,0.63,100479
7.53,1.12,80683
10.3596,0.4708,42626
9.5511,1.1861,
8.9905,1.15,117811
10.8623,0.2076,
9.261,0.789,61845
8.557,0.985,21054
15.8585,104.6288,
19.9119,99.8265,117127
13.75,100.5166,6704000
13.6069,100.6115,388920
12.6718,101.2815,37035
13.4004,101,226618
13.159,100.9287,178916
16.8283,100.2729,164017
6.5505,101.2851,148140
19.1707,99.9083,21058
7.615,100.081,43522
17.8733,102.7479,104505
17.0119,99.7515,10276
14.887,100.401,20046
6.6167,100.0667,34544
9.962,98.638,24561
14.0572,101.3768,79757
13.8141,102.0722,
16.051,103.655,39328
7.8765,98.3815,141618
18.1533,100.1629,38538
16.439,100.349,35760
16.419,101.159,50656
15.804,102.0386,58350
12.6133,102.0979,99819
15.179,100.126,15469
13.679,101.076,49741
14.5833,100.45,13738
9.1501,99.3401,157627
14.3588,100.5684,145615
8.451,98.534,9676
18.2916,99.4813,204081
16.428,103.509,55102
15.7,100.07,111915
17.3945,104.7695,55377
16.184,103.298,51584
14.804,100.6186,57761
17.4919,101.7315,35273
15.3819,100.0264,22219
7.5634,99.608,147820
13.1133,99.9412,90497
15.788,104.151,21643
14.8868,103.4915,62536
17.6316,100.0972,76630
19.301,97.969,9109
13.413,100.001,35065
13.6824,102.4969,22472
16.8847,99.1293,33146
18.8,98.98,397211
6.4318,101.8214,68112
7.21,100.56,48616
6.9964,100.4714,317954
15.25,104.83,273893
12.237,102.509,21590
14.0174,99.522,63699
15.584,102.4186,18269
17.1679,104.1479,76237
18.503,99.074,14030
13.818,100.064,117927
13.5419,99.8215,106996
17.4048,102.7893,247231
13.536,100.274,63498
15.1203,104.3298,44751
14.471,100.129,53399
15,102.1,334984
13.8337,100.4833,258550
16.7162,98.5708,45781
16.42,102.83,251056
16.5453,104.7235,
17.2041,102.4407,
8.154,99.7286,28223
8.4,99.97,232335
8.052,98.912,31219
14.0171,100.5333,154412
14.2,101.216,21309
11.803,99.8,33521
18.7868,100.7715,82483
18.363,103.6519,
12.5697,99.9443,50456
16.473,99.529,58787
10.5127,99.1872,85686
6.864,101.25,150000
15.0004,103.1166,47292
14.5304,100.88,70769
37.4875,71.5476,30000
37.8373,68.7713,311574
37.9212,69.7757,115164
40.2922,70.4272,259876
40.29,69.6199,437684
39.9219,69.0015,156621
38.56,68.7739,1086244
37.9794,68.689,8925
-8.5594,125.5795,234331
40.023,52.9697,68292
41.84,59.965,201424
42.3167,59.1667,31400
39.5124,54.3649,110827
39.4362,53.1226,1206
37.8248,65.1997,33242
37.6,61.8333,178708
39.11,63.58,234817
37.3786,60.496,67294
37.3503,59.6,38381
38.9755,56.2778,48458
38.0517,58.21,40813
37.95,58.3833,727700
37.8875,58.516,
32.017,10.7,3525
33.5104,11.1,159161
33.9004,10.1,219517
34.4204,8.78,126803
35.1804,8.83,81987
35.0167,9.5,42098
34.75,10.72,453050
35.4839,11.0409,45977
35.7307,10.7673,71546
35.83,10.625,327004
35.6804,10.1,144522
36.1826,8.7148,47979
36.5,8.75,51408
36.7304,9.19,59567
37.2904,9.855,139843
36.8667,10.2,97687
36.7531,10.2189,
36.4,10.147,16911
36.0833,9.3833,26960
36.4603,10.73,115149
36.808,10.0972,
33.69,8.971,19875
33,10.4667,62577
33.4,10.4167,61705
33.9304,8.13,39504
36.8028,10.1797,2412500
33.1404,11.22,19843
-18.6496,-173.9833,7391
-21.1385,-175.2206,42620
37.77,30.53,172334
39.7454,37.035,264022
36.7204,37.12,82301
41.6704,26.57,126470
38.885,40.498,80568
40.52,34.95,183418
39.9237,44.045,
37.8904,41.14,302074
41.0208,40.5219,279450
41.1087,42.7022,
37.7704,38.2799,223744
38.394,42.123,62811
40.98,39.72,764714
37.3115,40.7427,71373
37.075,37.385,1044000
42.023,35.153,34834
38.6304,27.44,243971
37.85,27.85,198857
40.913,38.39,98864
36.5804,36.17,297943
37.61,36.945,376045
36.995,35.32,1293000
37.0742,36.2478,
38.735,35.49,592840
41.28,36.3437,609339
39.818,34.815,87881
41.5682,35.9069,97452
40.6537,35.833,82896
40.306,36.563,129702
37.976,34.694,91039
39.8504,33.53,211138
37.7167,30.2833,66158
39.142,34.171,94336
41.2,32.6,128564
37.1815,33.215,120399
38.624,34.724,75527
38.3725,34.0254,
39.5842,32.1472,93262
38.7504,30.55,156992
41.389,33.783,70402
40.7363,31.6061,96629
36.89,30.7,783000
37.875,32.475,919000
40.607,33.621,71379
39.9272,32.8644,3716000
39.6504,27.89,261516
41.6358,32.3375,
40.8389,31.1639,
41.4304,31.78,156918
39.795,30.53,514869
40.8,30.415,260109
40.776,29.9306,466504
40.655,29.2769,
40.15,29.983,40285
41.105,29.01,10061000
37.7704,29.08,372344
37.2164,28.3639,48183
40.9909,27.51,122287
39.42,29.93,185008
41.743,27.226,58223
38.6804,29.42,152862
37.7512,27.4103,77341
36.2304,36.12,305564
38.3704,38.3,461574
38.68,39.23,271492
41.183,41.818,32272
37.5139,42.4543,
37.5744,43.7408,77699
36.1171,35.9333,93638
40.464,39.484,32250
39.1167,39.5333,29062
40.2563,40.2229,
39.7526,39.4928,129407
39.7198,43.0513,87854
38.749,41.4969,82536
38.4361,27.1518,2587000
38.4954,43.4,371713
40.6085,43.0975,77486
37.9204,40.23,644763
39.9204,41.29,420691
41.4067,27.3552,90899
40.2,29.07,1492000
40.1459,26.4064,87791
36.8004,34.6128,
36.9204,34.88,894318
38.5066,42.2816,73222
37.075,41.2184,152668
41.0004,37.8699,155117
37.944,41.933,114034
37.5063,34.0517,92117
37.17,38.795,449549
10.652,-61.517,294934
10.6374,-61.2823,
10.6472,-61.4461,
10.5167,-61.4167,
10.4232,-61.4618,
10.2085,-61.4527,
10.7208,-61.5662,
10.1741,-61.6841,
10.2718,-61.371,
10.3059,-61.1756,
10.2805,-61.4594,166039
10.5871,-61.1322,
11.1811,-60.7333,
10.1453,-61.5074,
10.6524,-61.3888,
-8.5167,179.2166,4749
25.0358,121.5683,6900273
26.1504,119.9328,
23.5667,119.5833,56435
22.6817,120.4817,503530
24.9575,121.2989,172065
23.9837,121.6,350468
24.57,120.82,150000
24.8333,121.0119,200000
24.9167,121.15,175000
22.7554,121.14,175000
24.9889,121.3111,500000
24.9439,121.2161,201632
24.965,121.2168,1632616
23.45,120.3333,35000
24.75,121.75,150000
24.0734,120.5134,750000
23.9167,120.6833,165000
23.7075,120.5439,106653
23.4611,120.2419,50000
24.8168,120.9767,750000
23.4755,120.4351,500000
25.0143,121.4672,
24.1521,120.6817,2629323
25.1333,121.7333,500000
23,120.2,1876312
22.6333,120.2666,2769072
24.4341,118.3171,
-7.9596,31.62,89161
-10.2696,40.19,96602
-6.1333,39.2833,
-8.89,33.43,291649
-6.16,39.2,403658
-5.1196,30.39,80350
-1.4896,33.8,133156
-5.07,39.09,224876
-4.8796,29.61,164268
-3.2796,30.96,24688
-3.3396,37.34,721018
-3.36,36.67,341136
-10,39.7,41912
-7.9163,39.65,12409
-7.7296,38.95,30163
-7.3996,36.98,16780
-5.2395,39.77,49959
-4.5796,30.1,37349
-2.6296,31.31,34038
-1.3196,31.8,100504
-7.7696,35.69,111820
-10.68,35.65,126449
-2.4695,30.65,16890
-2.52,32.93,493944
-5.0635,39.7258,26450
-4.2195,35.75,34291
-4.8196,34.74,62432
-6.82,37.66,250902
-5.02,32.8,146495
-6.1833,35.75,218269
-6.8,39.2683,2930000
-8.1296,36.68,49528
-9.2846,32.7749,36556
-11.0896,37.37,600
-5.6996,34.48,19711
-10.7296,38.7999,36032
-7.4329,30.6,1533
-9.2496,33.64,127570
-5.7796,34.9,310
-11.2829,34.7666,8997
-4.2096,33.18,26584
-3.2496,35.52,10836
-4.4565,30.2614,232
-6.8396,36.99,91889
-4.0696,37.72,17455
-5.6295,32.77,27113
-5.0896,38.54,50000
-6.4396,38.89,82426
-6.7667,38.9167,23651
-6.3496,36.48,19806
-3.3496,35.55,8000
-6.8162,30.4333,16385
-2.3829,33.55,16092
-3.8496,35.53,13430
-3.8196,32.58,36014
-3.6596,33.42,107362
-9.1081,32.9347,
-2.8069,33.9878,
-2.8662,32.1666,1536
-5.9897,39.2519,
-5.879,39.26,2572
-6.3596,31.05,73338
-9.3296,34.77,46724
48.63,22.25,150832
50.4334,30.5166,2709000
48.9348,24.7094,241239
46.6325,32.6007,320477
48,37.83,988000
49.4249,27.0015,398346
48.0297,37.9746,376610
46.9677,31.9843,510840
49.835,24.03,803880
46.49,30.71,991000
50,36.25,1461000
47.8573,35.1768,788000
48.5698,39.3344,452000
50.9243,34.7809,294456
49.536,25.5821,244768
49.574,34.5703,317847
49.2254,28.4816,352115
44.9572,34.1108,
50.7472,25.3334,213661
48.3053,25.9216,298251
49.4347,32.0709,297568
47.0962,37.5562,481626
51.3894,30.0989,0
50.2456,28.6622,282192
48.2996,38.0547,396885
48.7194,37.5344,184105
48.9204,38.4274,124421
46.8378,35.3775,158000
51.5049,31.3015,307684
51.0541,31.8903,116288
46.7568,36.7868,118284
51.2171,24.7166,71301
49.7218,37.5981,78870
47.5666,34.4062,130500
50.6166,26.2528,255106
48.7543,30.2109,87658
49.3444,23.4994,124269
51.2424,33.209,103547
47.5504,31.3333,43996
50.9504,28.65,72984
48.6843,26.5809,114658
51.8734,33.4797,96825
47.9283,33.345,652380
45.3503,28.8374,83194
49.7743,30.1309,199163
50.4943,30.7809,88506
44.5883,33.5224,
49.0835,33.4296,232742
48.5041,32.2603,249454
48.48,35,1050000
46.3,30.6666,54102
-0.8411,29.9419,
-0.9575,29.7897,
-0.1296,29.92,1957
1.4608,33.9361,13000
0.5714,33.7417,
0.2325,29.9883,67269
0.8,31.0667,5200
0.9161,31.7742,14512
-0.5853,30.2114,
1.4356,31.3436,
0.7025,32.8886,21704
0.4404,33.1999,301619
1.9167,34.7833,
0.6328,30.6214,
-0.3089,32.225,5200
0.3533,32.7553,
-0.0772,31.4567,
0.2111,30.4208,
0.4044,32.4594,
-0.8794,30.2642,16400
1.3089,32.4564,6921
-1.2496,29.98,44600
1.6744,31.715,31486
-0.72,31.4839,
-0.8686,30.8302,
1.7004,32.0699,8319
2.5135,30.9091,
1.145,33.7094,30745
0.8492,32.4731,
2.9806,34.1331,
2.2604,32.89,135445
0.5904,31.37,18936
0.3375,33.0106,
3.5297,32.8016,
2.8338,33.3336,
2.2514,34.2501,
0.7008,33.3002,
2.5004,33.5007,
2.2447,33.2547,
2.0036,33.6511,
2.4002,32.8003,
2.235,32.385,
2.7017,33.6761,
3.5204,34.12,1137
1.4167,34.5333,
1.1667,34.3833,
1.0112,34.3311,
1.95,34.95,
1.2592,34.7539,
1.3965,34.4509,
-0.3296,31.73,65373
1.0904,34.17,402368
-0.5996,30.65,83700
0.7104,34.17,150000
1.25,34.3,14100
-0.2989,30.1336,
-0.6842,30.07,
1.0411,30.4811,
0.1772,31.8811,
-0.626,30.4359,
0.7517,32.385,
-0.1539,30.5319,
0.2398,33.8849,
0.2222,33.2061,
0.5022,31.0414,
-0.4161,31.4081,
-0.1578,31.6042,
-0.1667,31.7569,
-0.2356,30.8725,
-0.4031,31.1572,
1.1517,33.155,
1.4314,33.7772,
1.0433,33.7975,
-0.3503,30.3003,
1.3169,34.0506,
0.3167,32.5833,1420000
2.4758,31.1025,30354
0.5833,32.5333,75000
3.4136,30.9599,
3.0204,30.9,250000
3.2704,30.9553,
3.4651,31.2469,
2.1178,31.4116,
1.8763,32.0622,
2.78,32.28,146858
3.3614,31.8097,34700
3.6504,31.72,22434
2.6342,32.0011,
2.8139,31.9387,
-1.3539,29.6983,12900
3.3004,32.87,56891
3.05,33.2167,
1.8911,33.9661,8400
0.0604,32.46,175128
2.5403,34.64,371
0.4578,33.4806,
0.4004,32.05,41131
0.7085,30.0634,
0.671,30.275,42670
0.9784,34.3743,
0.8363,33.6858,
0.9166,33.9563,
0.8949,33.5048,
0.1818,32.1158,
1.7104,33.6,1038
1.6378,32.8448,
1.9845,32.534,
0.225,32.3136,11082
0.9472,33.1197,12764
0.6092,33.4686,45024
1.1987,31.8062,
0.4544,34.0758,47100
0.9378,30.8089,
-1.1647,30.0378,
0.9061,34.3578,
1.1942,33.9222,
0.7806,31.3236,
0.4772,30.1925,
2.4704,31.48,17541
2.6131,32.3369,
-1.1883,29.8461,
-0.6167,31.55,
1.9167,33.172,
1.518,33.4589,
1.7389,33.1594,3400
-33.544,-56.901,21093
-32.81,-56.51,13221
-34.47,-56.4,16438
-31.2,-55.75,7474
-34.858,-56.1711,1513000
-32.93,-53.95,3998
-33.47,-55.12,2438
-34.67,-54.17,3230
-34.1696,-53.83,7686
-33.6696,-54.2,6976
-34.97,-54.95,159000
-34.2,-54.75,2692
-33.9896,-58.3,16921
-30.416,-56.486,41909
-34.538,-56.284,19698
-33.41,-56.51,34037
-34.099,-56.215,32234
-33.139,-58.304,23279
-34.91,-54.96,55478
-32.3595,-54.18,55494
-33.2595,-58.03,42359
-34.37,-55.23,41180
-32.33,-58.08,79016
-30.8996,-55.56,200000
-34.483,-54.333,26874
-31.3903,-57.9687,105690
-31.71,-55.98,54277
-33.23,-54.38,27684
-33.5169,-56.8981,
-30.2596,-57.6,22723
-30.73,-57.32,2517
-34.35,-56.71,36529
-34.48,-57.84,21714
39.4007,67.2607,99675
40.5404,70.94,350000
41.5507,69.6807,195633
39.0618,66.8315,498545
40.8504,69.595,121207
39.67,66.945,708000
40.39,71.78,750000
41.455,69.56,167842
41.0304,70.1549,202070
40.4957,68.7907,95520
43.0704,58.9,57758
41.3117,69.2949,2184000
43.7683,59.0214,13000
40.1004,67.83,235352
39.78,64.43,319476
41.3911,60.3557,149751
42.47,59.615,230006
39.7211,64.5458,107566
42.4047,59.4517,60401
41.5822,64.2018,63543
40.1104,65.355,214828
42.9311,59.7708,36917
40.79,72.34,650000
41.56,60.64,150110
41,71.67,750000
40.1,65.3667,
38.8704,65.8,386361
37.2329,67.2729,177687
38.2772,67.8872,217274
39.9007,66.2608,247113
13.1483,-61.2121,49485
9.44,-64.46,117596
10.0704,-72.5499,62968
3.1738,-65.5466,150
9.2159,-63.7523,15000
10.5318,-71.5039,31810
10.4704,-68.17,174000
6.7333,-61.6333,2383
9.32,-70.62,191167
8.0204,-62.41,53685
9.0104,-71.92,97288
10.9604,-63.85,196934
7.3504,-62.5333,2215
8.37,-62.62,746535
10.67,-63.23,126293
8.8903,-64.26,197440
9.3404,-65.32,41483
9.21,-66.02,89080
9.8504,-66.38,40052
10.6004,-66.97,315442
10.12,-66.78,166072
7.24,-70.74,30860
10.501,-66.917,2985000
11.72,-70.21,234736
9.5804,-69.2,260921
10.17,-64.68,546616
10.19,-70.08,149711
8.9304,-67.44,117132
10.43,-71.45,441094
10.1304,-64.72,600954
8.6,-70.25,284289
10.05,-69.3,1116000
8.1,-63.6,338000
11.42,-69.68,195227
10.45,-64.18,317603
9.05,-69.75,151642
10.6004,-66.93,
10.42,-67.02,303470
10.73,-71.66,2072000
10.2469,-67.5958,1007000
9.75,-63.17,410972
8.4,-71.13,345489
9.658,-68.59,77192
7.77,-72.25,438798
10.336,-68.746,76766
7.9,-67.4699,122701
9.901,-67.354,87739
9.3804,-70.44,50353
9.0605,-62.06,51534
10.23,-67.98,1770000
5.6639,-67.6236,52526
11.0333,-63.8833,35084
18.4167,-64.6167,
16.7504,107.2,72722
19.82,105.8,197551
10.3554,107.085,248767
13.9833,108,142900
11.902,109.2207,146771
16.85,107.1333,17662
9.2804,105.72,225000
21.74,103.343,7335
10.3504,106.35,124143
21.267,106.2,53728
21.1861,106.0763,
15.1504,108.83,250000
10.3804,105.42,350000
22.1333,105.8333,29227
20.4503,106.333,210000
20.42,106.2,243186
10.4963,107.1684,
22.5014,103.966,67206
21.818,105.211,36430
16.06,108.25,1000000
21.3089,105.6049,
20.8137,105.3383,105260
14.3838,107.9833,105489
20.5453,105.9122,
21.1382,105.505,189547
21.0333,105.85,4378000
22.664,106.268,41112
22.8337,104.9833,38362
11.9304,108.42,256019
20.83,106.6801,1969000
21.846,106.757,148000
20.6464,106.0511,
20.9604,107.1,172915
21.0404,107.32,135477
12.667,108.05,349945
21.328,103.91,19054
20.2543,105.975,130517
10.7004,105.1167,70239
21.6,105.83,500000
20.942,106.331,58030
13.082,109.316,69596
18.7,105.68,593645
21.705,104.875,96540
15.5736,108.474,
12.0042,107.6907,
16.0748,108.224,
10.78,106.695,5314000
11.9359,108.4429,
12.25,109.17,411556
10.467,105.636,149837
17.4833,106.6,189265
10.256,105.964,103314
10.235,106.375,59442
10.0154,105.0914,300000
9.6037,105.98,300000
10.05,105.77,1121000
11.5349,106.8832,
11.6504,106.6,40279
16.47,107.58,950000
9.7845,105.4701,
21.3304,105.43,350000
10.97,106.8301,652646
18.3338,105.9,165396
14.3545,108.0076,
11.567,108.9833,179773
10.9337,108.1001,336846
10.5337,106.4167,137498
9.1774,105.15,356636
9.934,106.334,131360
13.78,109.18,805290
10.9691,106.6527,244277
11.323,106.147,126370
22.3964,103.4582,
21.3854,103.0161,
-17.7334,168.3166,44040
-19.5417,169.2817,
-15.5126,167.1766,13397
-16.1056,167.4189,
-15.2869,167.9906,
-13.8761,167.5517,
-14.2933,-178.1583,
-13.2825,-176.1736,
-13.8415,-171.7386,61916
-13.7973,-171.8531,
-13.5196,-172.6378,
-13.823,-171.9613,
-13.4513,-172.4018,
-13.6715,-172.1777,
-13.8745,-171.5986,
-13.8318,-172.036,
-13.4489,-172.3352,
-13.9338,-171.5312,
-13.7659,-172.3269,
-13.7555,-172.307,
42.5563,1.5327,
42.5434,1.5148,
42.567,1.5981,
42.5,1.5165,53998
42.5361,1.5828,
42.4664,1.4933,
42.5085,1.5385,
25.1234,56.3375,94163
25.23,55.28,1379000
25.7915,55.9428,160849
25.5653,55.5533,44411
24.4667,54.3666,603492
25.4056,55.4618,
25.3714,55.4065,1103027
24.2305,55.74,408733
34.5167,69.1833,3277000
33.1757,68.7304,
31.112,61.887,49851
31.583,64.36,201546
31.61,65.6949,715542
32.6333,65.8667,10000
34.33,62.17,481009
33.5633,68.4178,141000
34.3956,68.8662,
36.9317,65.1015,71730
35.9511,68.7011,56369
36.7,67.1,458151
36.2154,65.9325,
35.9302,64.7701,199795
33.6001,69.2146,103601
34.866,71.15,48400
34.4415,70.4361,597971
32.85,68.4167,13737
34.65,70.1667,17345
36.261,68.04,24000
36.658,65.7383,93241
33.3395,69.9204,
32.3917,62.0968,73647
35.0167,69.3333,7407
34.983,63.1333,2997
37.1298,70.5792,64704
35.0183,69.1679,53676
33.7218,66.1302,
35.3129,69.5152,
36.728,68.8725,259809
32.1123,66.8868,12191
36.73,69.54,64256
34.45,68.8,35008
36.7501,66.8997,179969
36.1393,68.6993,218748
34.8211,67.521,61863
34.4868,62.5918,17484
33.9667,68.9667,22305
33.9953,69.0227,
35.4206,70.9226,
34.5167,65.25,15000
17.118,-61.85,35499
18.2167,-63.05,
40.71,19.972,46866
40.6167,20.7667,58259
41.2,20.3667,12691
40.079,20.149,23437
42.0333,19.8833,6495
41.519,19.797,21286
40.2833,20.0333,11955
41.7833,19.8167,10064
40.5167,20.2333,14046
42.0685,19.5188,155767
40.94,19.716,41469
40.3333,20.6833,7890
42.3333,20.0833,7967
41.3178,19.4482,142432
41.626,20.016,15405
42.083,20.434,17832
40.8667,20.2,11556
41.788,19.654,18695
39.877,20,15147
40.234,20.352,10686
40.9,20.664,40000
40.4774,19.4982,89546
41.1215,20.0838,165010
41.6833,20.4333,14848
40.73,19.573,82297
41.3275,19.8189,895350
40.1812,44.5136,1102000
40.7894,43.8475,148381
40.3589,45.1267,21680
39.9539,44.5506,20562
39.7611,45.3333,8200
40.1545,44.0382,
40.8788,45.1485,
40.4941,44.7602,
40.8128,44.4883,101098
40.3017,44.3592,18779
39.2075,46.4058,
40.8756,45.1492,14737
-17.3695,23,150
-15.7895,20.36,30000
-12.5783,13.4072,151226
-13.6996,19.86,1307
-5.5596,12.19,91791
-16.74,14.97,447
-14.9167,13.5,
-12.75,15.76,1100000
-17.3196,13.92,500
-11.79,19.9,21115
-18.0195,21.43,100
-9.2995,14.91,8144
-17.0696,15.73,10169
-6.2696,14.24,60182
-7.2296,12.86,21059
-9.4196,18.43,80000
-9.9996,14.9,795
-11.3196,16.2,531
-14.91,13.49,125632
-7.3496,14.85,10579
-8.1896,15.37,12837
-10.1496,19.26,984
-7.855,13.125,17000
-9.69,14.43,2353
-9.6596,20.39,41316
-8.8383,13.2344,5172900
-11.3595,15.12,12069
-10.5996,21.32,2324
-14.8295,14.55,186
-7.62,15.05,60008
-10.7296,14.98,8915
-14.6666,17.7,13030
-11.21,13.85,33277
-10.7095,22.23,18465
-8.5795,13.66,28224
-11.8896,22.9,298
-9.54,16.34,125856
-12.37,13.5412,207932
-6.1296,12.37,67491
-12.38,16.94,114286
-15.1596,19.17,149
-15.7496,14.08,1502
-15.1896,13.69,1411
-12.0196,17.47,19828
-13.0396,14.24,4837
-15.19,12.16,132900
-15.8,11.86,40000
-8.4196,20.74,31041
-7.38,20.83,11985
-31.55,-68.52,447048
-23.5996,-62.6,1145
-39.02,-67.61,73212
-54.79,-68.31,58028
-36.62,-64.3,111424
-51.65,-72.3,5300
-49.9745,-68.9035,410
-51.6333,-69.2166,85700
-31.6239,-60.69,489505
-31.7333,-60.5333,262295
-28.12,-58.77,47626
-24.7834,-65.4166,512686
-37.6996,-63.1666,3412
-43.25,-65.33,93442
-43.3,-65.1,26335
-29.41,-66.85,162620
-39.8829,-62.5833,2838
-40.8,-63,59122
-30.9329,-61.5666,12655
-38.9666,-64.0833,11499
-39.4833,-62.6833,7100
-24.1833,-65.3,305891
-27.46,-58.99,387158
-27.3578,-55.8851,357119
